Recency,Frequency,Monetary,AvgBasketValue,AvgItemsPerBasket,UniqueProducts,CancellationRate,CustomerLifespanDays
10,1.6094379124341003,5.610533502436571,4.2351566776101786,3.1463051320333655,2.3978952727983707,0.0,183
15,2.6390573296152584,6.425209322561251,3.879515706794002,2.7131653017689805,3.1780538303479458,0.0,304
40,0.6931471805599453,4.778787302151899,4.778787302151899,3.7612001156935624,1.791759469228055,0.0,0
79,1.3862943611198906,5.432411101028736,4.3425058765115985,3.3081069585961433,2.4849066497880004,0.0,286
34,3.4339872044851463,9.31729791171192,5.918702975841964,4.6712699876926145,3.713572066704308,0.032258064516129,312
143,2.1972245773362196,6.3209661164091075,4.254033449258071,2.995732273553991,2.833213344056216,0.0,132
98,2.3978952727983707,6.406698451441086,4.118858297026177,2.5726122302071057,2.9444389791664403,0.0,154
9,3.9318256327243257,11.933429256412758,8.021727990006484,6.677284952281466,3.713572066704308,0.0384615384615384,337
6,3.4339872044851463,9.384251661410167,5.985488392079597,4.6549122778829055,3.713572066704308,0.0,292
4,1.3862943611198906,5.6937321388027,4.601831284722577,3.0757749812275277,1.9459101490553132,0.25,305
90,2.1972245773362196,6.261854214019056,4.195678231003985,2.883403088580071,2.8903717578961645,0.0,169
107,1.0986122886681098,4.683611612294654,3.9996675152801924,2.740840023925201,1.3862943611198906,0.0,219
66,2.3978952727983707,6.231543875128394,3.9465017238443885,2.5649493574615367,2.833213344056216,0.0,259
21,3.5263605246161616,9.263901991767359,5.770422951802277,4.482146167616251,3.713572066704308,0.0,343
112,1.791759469228055,5.270894780970065,3.681804485441973,2.624668592163159,2.302585092994046,0.0,231
7,1.6094379124341003,5.167639042905921,3.798294240099803,2.803360380906535,2.5649493574615367,0.2,230
51,2.6390573296152584,6.459450517247858,3.913114716986475,2.70805020110221,3.091042453358316,0.0,277
58,0.6931471805599453,4.080752608702634,4.080752608702634,3.1354942159291497,1.6094379124341003,0.0,0
260,0.6931471805599453,3.5151211279804695,3.5151211279804695,2.4849066497880004,1.3862943611198906,0.0,0
22,1.6094379124341003,5.376111393988057,4.003598948915355,2.847812143477369,2.302585092994046,0.0,295
5,3.8501476017100584,11.659026490228504,7.830773849846588,6.539743017924609,3.713572066704308,0.0212765957446808,329
15,2.302585092994046,6.184519956104906,4.0036496416313305,2.765620052923688,3.044522437723423,0.1,225
57,2.1972245773362196,5.923961636506395,3.863069077850219,2.545531271604435,2.302585092994046,0.0,276
30,3.332204510175204,9.072496838277816,5.779639797637354,4.461214276027684,3.713572066704308,0.0357142857142857,244
276,0.6931471805599453,2.4898941912990393,2.4898941912990393,2.0794415416798357,0.6931471805599453,0.0,0
281,0.6931471805599453,3.7476199491365363,3.7476199491365363,2.5649493574615367,1.0986122886681098,0.0,0
12,2.6390573296152584,6.775913886074713,4.224562780031761,2.960503581670247,3.2188758248682006,0.0,190
82,2.6390573296152584,6.541895425466332,3.994099147231045,2.814947996078923,3.295836866004329,0.0,261
20,3.9512437185814275,11.831463556166716,7.900001463042399,6.584385070003953,3.713572066704308,0.0,310
100,1.3862943611198906,5.138441998583912,4.05149505071474,2.793208009442517,1.9459101490553132,0.0,184
13,2.3978952727983707,6.202758164464956,3.91822374106975,2.667228206581955,2.8903717578961645,0.0,188
61,2.3978952727983707,6.423701405713574,4.135614456420318,2.917770732084279,3.1780538303479458,0.0,146
24,3.1780538303479458,9.30811206522357,6.174610944786563,4.818175562720648,3.713572066704308,0.0,313
244,0.6931471805599453,4.053696163744291,4.053696163744291,2.70805020110221,1.0986122886681098,0.0,0
116,1.3862943611198906,5.161064773121661,4.073858368013951,2.5902671654458267,1.9459101490553132,0.0,202
198,0.6931471805599453,5.0561821090522265,5.0561821090522265,3.4965075614664802,1.6094379124341003,0.0,0
64,1.6094379124341003,5.418231463213374,4.0451543180313285,3.0204248861443626,2.5649493574615367,0.0,263
29,2.4849066497880004,6.529477230717936,4.1460741250670905,2.6897010624340134,2.8903717578961645,0.0,310
37,1.791759469228055,5.922034079889983,4.323258101758223,2.8903717578961645,2.4849066497880004,0.0,186
100,1.9459101490553132,5.872709163874876,4.094927725482681,2.8810693652338513,2.772588722239781,0.0,103
8,1.6094379124341003,4.385520523928138,3.035914063186823,2.0794415416798357,1.9459101490553132,0.0,313
36,1.3862943611198906,5.612507475880589,4.521172445249834,3.1780538303479458,2.3978952727983707,0.0,210
310,0.6931471805599453,4.204394067366058,4.204394067366058,3.295836866004329,1.6094379124341003,0.0,0
103,0.6931471805599453,2.6232182655855123,2.6232182655855123,2.1972245773362196,1.0986122886681098,0.0,0
56,0.6931471805599453,4.630740462099621,4.630740462099621,2.833213344056216,1.0986122886681098,0.0,0
44,2.772588722239781,6.8088295710258455,4.116116925873194,2.5546399878026755,2.995732273553991,0.0625,218
25,2.302585092994046,6.0490728597282954,3.8705526526209257,2.8716796248840124,3.044522437723423,0.0,305
8,2.833213344056216,6.566109683586927,3.814410176561146,2.6390573296152584,3.044522437723423,0.0,320
35,2.302585092994046,6.13216083545466,3.9521621001587426,2.9267394020670396,3.044522437723423,0.1,253
4,3.044522437723423,8.616451929031996,5.624154680893982,4.440295542797857,3.6375861597263857,0.0,317
113,1.6094379124341003,5.818063087688587,4.440649253819643,2.917770732084279,2.302585092994046,0.0,229
2,2.3978952727983707,6.546828451441147,4.257072636514245,2.8094026953624973,3.1780538303479458,0.0,159
180,0.6931471805599453,4.312408567793011,4.312408567793011,2.772588722239781,1.0986122886681098,0.0,0
330,0.6931471805599453,4.611947170267115,4.611947170267115,3.295836866004329,1.6094379124341003,0.0,0
125,0.6931471805599453,3.492256112609122,3.492256112609122,2.302585092994046,0.6931471805599453,0.0,0
30,1.9459101490553132,5.944084638061173,4.165346525243488,2.995732273553991,2.833213344056216,0.0,311
15,3.8066624897703196,11.71183919059169,7.928001931441239,6.617311821656521,3.713572066704308,0.0222222222222222,303
29,2.4849066497880004,6.611583941134371,4.227046065128846,2.7495992040150825,3.044522437723423,0.0833333333333333,265
21,2.302585092994046,5.587286110882417,3.4195828833055746,2.3566523142643216,2.772588722239781,0.1,311
154,1.3862943611198906,5.703949127435522,4.611980277916641,3.1354942159291497,2.302585092994046,0.0,41
13,2.0794415416798357,6.3416459535928436,4.406248753324074,2.9444389791664403,2.8903717578961645,0.0,283
162,0.6931471805599453,4.852030263919617,4.852030263919617,3.258096538021482,1.6094379124341003,0.0,0
15,2.4849066497880004,6.136624935097108,3.7601213098903017,2.7495992040150825,2.995732273553991,0.0,294
295,0.6931471805599453,3.039749158970765,3.039749158970765,2.3978952727983707,0.6931471805599453,0.0,0
208,1.3862943611198906,5.358847866288069,4.269604205259594,3.0757749812275277,2.302585092994046,0.0,162
47,1.791759469228055,5.729969904409849,4.133437062028197,2.70805020110221,2.4849066497880004,0.1666666666666666,158
222,1.6094379124341003,5.158825387729438,3.7896293572140793,2.8183982582710754,2.4849066497880004,0.0,86
166,0.6931471805599453,3.8691155044168695,3.8691155044168695,2.6390573296152584,1.0986122886681098,0.0,0
66,2.302585092994046,6.41093117485196,4.226768860762577,2.8903717578961645,2.8903717578961645,0.0,231
63,2.70805020110221,6.970598614103446,4.343675543289958,2.959364629383116,3.258096538021482,0.0,220
5,3.871201010907891,11.879399817482845,8.029571024948375,6.621972111688081,3.713572066704308,0.06,305
4,3.8918202981106265,11.862853127112814,7.991983288722829,6.678970847777841,3.713572066704308,0.0,360
37,1.791759469228055,5.42912630665945,3.8370839187636525,2.4849066497880004,2.3978952727983707,0.1666666666666666,300
7,3.367295829986474,9.309213288599036,5.9794516083981275,4.609091060731328,3.6888794541139363,0.0344827586206896,253
6,4.020698022053798,12.002814067386335,8.002804986764048,6.684452624102535,3.713572066704308,0.0178571428571428,290
36,3.1354942159291497,9.040858433368426,5.952300741426349,4.522776231450313,3.6109179126442243,0.0,288
127,1.6094379124341003,5.0388339484549345,3.6717968741326605,2.6210388241125804,2.302585092994046,0.0,175
91,0.6931471805599453,1.3812818192963463,1.3812818192963463,1.0986122886681098,0.6931471805599453,0.0,0
24,2.3978952727983707,5.87450929374528,3.5969012172175834,2.3978952727983707,2.833213344056216,0.0,272
49,1.0986122886681098,4.6515765588022475,3.9679306373664422,3.068052935133617,1.9459101490553132,0.0,38
2,2.5649493574615367,6.087433600716374,3.627203498589842,2.538973871058276,3.044522437723423,0.0,278
193,1.0986122886681098,4.241038941372905,3.562181801067979,2.772588722239781,1.6094379124341003,0.0,126
227,1.0986122886681098,4.892827258127367,4.207152278514976,3.1135153092103742,2.0794415416798357,0.0,115
28,3.8066624897703196,11.831814228721072,8.04793713721209,6.6963606201570105,3.713572066704308,0.0222222222222222,297
255,1.6094379124341003,5.255879483850069,3.8851141888709284,2.833213344056216,2.0794415416798357,0.0,68
34,2.302585092994046,5.489185629310458,3.3244763117306344,2.3877429013343527,2.6390573296152584,0.0,246
22,2.302585092994046,5.8969615414509375,3.7214810871873363,2.7300291078209855,2.833213344056216,0.0,339
37,1.6094379124341003,5.369893565037259,3.9974664872456134,2.3978952727983707,2.0794415416798357,0.0,323
293,0.6931471805599453,4.23685634351072,4.23685634351072,3.044522437723423,1.3862943611198906,0.0,0
167,1.0986122886681098,3.8467375387295166,3.1747149290824312,2.3978952727983707,1.3862943611198906,0.0,170
94,1.791759469228055,6.244982102277174,4.643274892021637,3.0819099697950434,2.3978952727983707,0.0,173
111,1.791759469228055,5.49548648409001,3.9023362398386023,2.624668592163159,2.3978952727983707,0.0,221
17,1.6094379124341003,6.038968169751949,4.6598004066392065,3.0081547935525483,2.4849066497880004,0.0,142
22,1.0986122886681098,4.749357106300589,4.064829925671905,2.3978952727983707,1.791759469228055,0.0,286
4,3.367295829986474,9.108423918720911,5.779204633908056,4.562858987916369,3.6888794541139363,0.0344827586206896,266
234,0.6931471805599453,3.7395725684294545,3.7395725684294545,2.772588722239781,1.0986122886681098,0.0,0
41,1.791759469228055,5.137385412432552,3.5511679082384506,2.6390573296152584,2.302585092994046,0.0,301
13,2.772588722239781,8.479941897682801,5.774793752234844,4.367758662876176,3.58351893845611,0.0,320
12,3.5553480614894135,9.448764971086607,5.925001037112753,4.712968903285633,3.713572066704308,0.0,354
12,3.9512437185814275,11.923629757883143,7.992135661699766,6.61493584987602,3.713572066704308,0.0,303
28,2.70805020110221,6.572799891363586,3.9517518312285715,2.5649493574615367,3.1780538303479458,0.0,288
4,1.9459101490553132,5.6787723116520334,3.9039572310157795,2.412933150162911,2.3978952727983707,0.0,305
18,2.4849066497880004,6.377848767403354,3.9967985514761994,2.8802193864321466,3.091042453358316,0.0,235
13,3.1780538303479458,8.938644503204769,5.806032941731341,4.593361607923393,3.6635616461296463,0.0,265
15,3.9512437185814275,11.959753541246014,8.028247684323206,6.692837606093028,3.713572066704308,0.0192307692307692,345
126,1.3862943611198906,5.6074551110291075,4.516156806327788,3.0757749812275277,2.302585092994046,0.0,226
47,2.6390573296152584,6.655002674163809,4.105385945287582,2.633547673804289,3.091042453358316,0.0,265
161,0.6931471805599453,3.706964921660321,3.706964921660321,2.772588722239781,1.0986122886681098,0.0,0
7,3.8918202981106265,11.88408735453848,8.013210559219687,6.672692010930122,3.713572066704308,0.0,322
293,0.6931471805599453,1.1151415906193203,1.1151415906193203,0.6931471805599453,0.6931471805599453,0.0,0
7,3.332204510175204,9.381207408858286,6.087559772218941,4.798846782694485,3.713572066704308,0.0,321
37,1.9459101490553132,5.570479627341781,3.797584371022152,2.4277482359480516,2.4849066497880004,0.0,215
19,2.4849066497880004,5.971644419658675,3.598929880551707,2.7495992040150825,2.995732273553991,0.0,309
8,3.5263605246161616,9.415489388409508,5.921584918932143,4.549721539608897,3.713572066704308,0.0,359
37,1.3862943611198906,4.6982961639775755,3.6177414262805967,2.9789251552376097,2.0794415416798357,0.0,333
48,2.3978952727983707,6.359694968605921,4.072558970150179,2.5952547069568657,2.8903717578961645,0.0,207
9,3.367295829986474,9.224821019490138,5.8952741586050434,4.561740628060756,3.6635616461296463,0.0666666666666666,353
177,1.0986122886681098,2.8296776892239084,2.1938856760707046,1.6094379124341003,1.0986122886681098,0.0,37
12,3.9512437185814275,11.888334171054609,7.956851983564654,6.636358184197732,3.713572066704308,0.0,327
6,2.5649493574615367,6.622709727851486,4.1523251688331175,2.828299329253787,3.1354942159291497,0.0,259
71,0.6931471805599453,4.108740442505833,4.108740442505833,2.8903717578961645,1.6094379124341003,0.0,0
150,1.6094379124341003,5.105278584912877,3.737014641928416,2.4849066497880004,2.1972245773362196,0.0,221
36,1.3862943611198906,4.7295977643631435,3.648491393208648,2.512305623976115,2.0794415416798357,0.25,251
40,2.1972245773362196,6.031502234139513,3.9687340970121885,2.5552874465497997,2.5649493574615367,0.0,188
31,1.6094379124341003,5.648762948235428,4.272978773550354,3.056356895370426,2.0794415416798357,0.0,191
50,3.258096538021482,9.057088954358102,5.841006707013739,4.47597224751641,3.713572066704308,0.0,261
3,3.091042453358316,9.138545722028178,6.096169848159592,4.661640532476152,3.6635616461296463,0.0,339
28,0.6931471805599453,4.871296595474155,4.871296595474155,3.091042453358316,1.6094379124341003,0.0,0
14,2.3978952727983707,5.983104700763502,3.7029549282184826,2.5952547069568657,2.8903717578961645,0.0,212
6,2.5649493574615367,6.610184473779986,4.139981612400124,2.9444389791664403,3.332204510175204,0.0,253
27,2.1972245773362196,5.599495456667588,3.54562234826496,2.5257286443082556,2.70805020110221,0.0,278
109,0.6931471805599453,4.931592086755803,4.931592086755803,3.367295829986474,1.3862943611198906,0.0,0
6,3.912023005428146,11.837444763286427,7.945971384875682,6.646496525660932,3.713572066704308,0.02,317
32,3.332204510175204,9.217578116199487,5.924319174293084,4.5173504015170876,3.713572066704308,0.0,267
22,3.1780538303479458,9.229478072375109,6.096139828046113,4.641040812256091,3.6635616461296463,0.0416666666666666,276
24,2.3978952727983707,6.208107012079831,3.923477155473262,2.653241964607215,2.8903717578961645,0.0,323
160,0.6931471805599453,4.562471431454976,4.562471431454976,3.044522437723423,1.3862943611198906,0.0,0
1,3.1780538303479458,8.939868025672261,5.807252944432507,4.582746736030166,3.6375861597263857,0.0416666666666666,253
21,3.1354942159291497,9.072085842882528,5.98345184919471,4.6196108701428855,3.6888794541139363,0.0,280
25,0.6931471805599453,3.717952701599643,3.717952701599643,2.6390573296152584,1.6094379124341003,0.0,0
31,1.0986122886681098,3.9191972091761462,3.2457124788217606,2.1400661634962708,1.6094379124341003,0.0,100
5,3.9512437185814275,11.90212554509263,7.970638654329979,6.600910374521516,3.713572066704308,0.0192307692307692,335
207,1.0986122886681098,4.4392336584434595,3.757822324350846,2.772588722239781,1.791759469228055,0.0,34
10,2.4849066497880004,6.766445138766946,4.38000185892554,2.783888277493715,3.091042453358316,0.0,193
39,1.9459101490553132,6.167872821525018,4.3865372797349815,2.833213344056216,2.70805020110221,0.0,138
335,0.6931471805599453,5.053758638478342,5.053758638478342,2.995732273553991,1.0986122886681098,0.0,0
208,0.6931471805599453,1.8164520818184267,1.8164520818184267,1.791759469228055,0.6931471805599453,0.0,0
1,3.4011973816621555,9.287934545974728,5.923226316916024,4.618869030346254,3.6888794541139363,0.0,310
5,3.295836866004329,9.073980984340613,5.818745583638108,4.593953669244407,3.6375861597263857,0.0,357
78,2.5649493574615367,6.5465988797348516,4.077353811227062,2.782951509275328,3.091042453358316,0.0,240
271,0.6931471805599453,2.240709689275958,2.240709689275958,1.3862943611198906,0.6931471805599453,0.0,0
110,2.4849066497880004,6.66049832230466,4.275326838742083,2.7379031642518914,3.091042453358316,0.0,149
79,2.3978952727983707,6.2738199580540375,3.9880576917041437,2.766319109226186,2.995732273553991,0.0,257
113,1.6094379124341003,5.517854422268135,4.143531473073984,3.3141860046725258,2.6390573296152584,0.0,235
5,3.828641396489095,11.85373805433223,8.047388440170739,6.734890994214092,3.713572066704308,0.0425531914893617,344
9,3.1354942159291497,9.143546509467173,6.054746597398375,4.733403477519303,3.713572066704308,0.0,313
30,2.302585092994046,6.414720456224695,4.23050905925662,2.9560670171615597,2.9444389791664403,0.1,256
11,3.828641396489095,11.668808414979337,7.8625223444637475,6.534950953113521,3.713572066704308,0.0217391304347826,334
17,3.258096538021482,9.290638431660003,6.0739749766804625,4.744584241770769,3.6888794541139363,0.0,326
124,0.6931471805599453,4.204692619390966,4.204692619390966,1.791759469228055,0.6931471805599453,0.0,0
62,2.5649493574615367,6.75498864092704,4.282816150227254,2.8949907037524594,3.1354942159291497,0.0,148
2,1.791759469228055,5.78714275003436,4.189897136888841,2.856470206220483,2.4849066497880004,0.0,366
26,3.367295829986474,9.229869432444605,5.900309206137274,4.5728683393234615,3.6888794541139363,0.0,319
2,4.020698022053798,12.002814067386335,8.084269380522214,6.734890994214092,3.713572066704308,0.0303030303030303,349
25,2.70805020110221,6.522504478124213,3.9023766283763406,2.7362210780689065,3.044522437723423,0.0,262
175,0.6931471805599453,3.5703774100329357,3.5703774100329357,1.3862943611198906,0.6931471805599453,0.0,0
14,2.1972245773362196,5.844558395534982,3.785183458093196,2.6390573296152584,2.8903717578961645,0.0,342
2,2.70805020110221,6.722148331196653,4.098621118989361,2.7814776696570274,3.091042453358316,0.0,323
6,3.5263605246161616,9.339878050329736,5.846177749576476,4.569071865815612,3.713572066704308,0.0833333333333333,343
162,0.6931471805599453,4.866610947234645,4.866610947234645,2.995732273553991,1.0986122886681098,0.0,0
231,1.3862943611198906,4.60816569496789,3.529297384289471,3.028522096376982,1.9459101490553132,0.0,97
5,4.007333185232471,12.002814067386335,8.025450921564936,6.6503988248455155,3.713572066704308,0.0357142857142857,343
38,2.4849066497880004,5.975868559483426,3.603049197508743,2.4462918136602205,3.1780538303479458,0.0,324
8,2.4849066497880004,6.104636970206682,3.728821061206884,2.5220856530297544,2.995732273553991,0.0,216
112,1.791759469228055,6.252385462756222,4.650621448892009,3.1780538303479458,2.833213344056216,0.0,191
47,0.6931471805599453,4.559021529962111,4.559021529962111,3.4011973816621555,1.3862943611198906,0.0,0
58,1.9459101490553132,5.483302040761475,3.7121075802331434,2.627081138568543,2.5649493574615367,0.0,314
2,1.791759469228055,5.589044797185778,3.994450559401457,2.667228206581955,2.4849066497880004,0.0,315
70,1.9459101490553132,5.54864797770621,3.7761650990442313,2.833213344056216,2.70805020110221,0.0,186
135,0.6931471805599453,3.017982882488811,3.017982882488811,2.772588722239781,1.0986122886681098,0.0,0
11,3.1780538303479458,9.006087267342004,5.873287955757846,4.537263680713361,3.6888794541139363,0.0,338
18,3.6109179126442243,11.67550840741913,8.084269380522214,6.667062808861853,3.713572066704308,0.027027027027027,323
22,1.9459101490553132,5.525930912533698,3.7538866154225463,2.538973871058276,2.4849066497880004,0.0,343
9,3.1354942159291497,8.829476652785441,5.741502937121865,4.498293369812301,3.6109179126442243,0.0434782608695652,298
21,2.8903717578961645,6.862893887070114,4.0462761963171445,2.7158627408390035,3.2188758248682006,0.0,345
8,3.9512437185814275,11.997143896006419,8.065626305129673,6.69128061757754,3.713572066704308,0.0,316
99,0.6931471805599453,2.9927277645336923,2.9927277645336923,2.4849066497880004,1.0986122886681098,0.0,0
9,2.1972245773362196,6.06269158764624,3.999415559760461,2.9444389791664403,2.772588722239781,0.0,316
13,3.332204510175204,9.382086202397952,6.088436644824687,4.736523281920172,3.6375861597263857,0.0,307
97,1.6094379124341003,5.82428772764048,4.446819029832716,2.9311937524164198,2.4849066497880004,0.0,249
12,1.9459101490553132,5.67304831528634,3.8983296782961436,2.751535313041949,2.3978952727983707,0.0,294
55,1.791759469228055,5.106309044164538,3.5208157690666813,2.379546134130174,2.302585092994046,0.0,277
19,1.9459101490553132,6.251036455035743,4.468873067505416,3.1570004211501135,2.772588722239781,0.0,179
17,2.3978952727983707,6.291772822517242,4.0057136927439645,2.7212954278522306,2.833213344056216,0.0,236
7,3.58351893845611,9.386079478568133,5.833579402840578,4.471148877455999,3.6888794541139363,0.0,330
31,2.302585092994046,6.157444978688818,3.977019754896411,2.8965256234705428,2.9444389791664403,0.0,293
32,3.091042453358316,8.866918643477366,5.825211764693025,4.505612904765006,3.6109179126442243,0.0454545454545454,275
58,1.9459101490553132,5.808922966110478,4.032055361317841,2.7300291078209855,2.70805020110221,0.0,245
195,1.6094379124341003,4.986752353632924,3.6207344373822536,2.8903717578961645,2.302585092994046,0.2,153
5,4.020698022053798,12.002814067386335,8.084269380522214,6.734890994214092,3.713572066704308,0.0175438596491228,347
18,1.3862943611198906,5.150049349878934,4.062968554306456,2.70805020110221,1.791759469228055,0.0,209
51,2.4849066497880004,6.427070812128133,4.045217977833368,2.499944527152541,2.833213344056216,0.0,255
13,3.2188758248682006,9.059053421093507,5.883671677526185,4.590902214190386,3.6888794541139363,0.0,285
36,1.9459101490553132,5.437209365414655,3.6669746187258863,2.762117422372486,2.70805020110221,0.1428571428571428,166
21,1.9459101490553132,6.249782173429845,4.4676307719660295,3.091042453358316,2.772588722239781,0.0,254
13,2.833213344056216,6.869222329265353,4.112102617143805,2.8146599361604685,3.2188758248682006,0.0,257
373,0.6931471805599453,4.472324272654662,4.472324272654662,3.4657359027997265,1.6094379124341003,0.0,0
24,2.995732273553991,8.90675653396437,5.964753055847561,4.5416136386967,3.6109179126442243,0.05,307
16,3.1354942159291497,9.163950824020489,6.075105667825484,4.733003557497976,3.713572066704308,0.0434782608695652,281
16,3.258096538021482,9.19922987839442,5.982777927435383,4.68213122712422,3.6635616461296463,0.0,302
109,1.0986122886681098,5.448761184443969,4.759906408637401,3.1780538303479458,1.9459101490553132,0.3333333333333333,100
22,2.6390573296152584,6.662685597334232,4.112952408681292,2.9156895658804545,3.258096538021482,0.0,214
7,3.4339872044851463,9.334927760980394,5.936287404547342,4.583946549536464,3.713572066704308,0.0,341
54,1.0986122886681098,4.866841903007641,4.181362883632063,2.772588722239781,1.791759469228055,0.0,301
112,1.6094379124341003,4.723486412806134,3.363495514478144,2.4203681286504293,2.0794415416798357,0.0,62
25,1.6094379124341003,5.371288979003859,3.9988426973807063,3.0325462466767075,2.302585092994046,0.0,284
21,2.302585092994046,5.967837616476825,3.7908843459584003,2.6931245508855346,2.8903717578961645,0.0,303
146,0.6931471805599453,4.25589635752967,4.25589635752967,2.772588722239781,1.0986122886681098,0.0,0
107,1.6094379124341003,5.675142916447037,4.299086504355758,2.833213344056216,2.302585092994046,0.0,157
49,2.1972245773362196,6.077137528846132,4.013631491016243,2.6210388241125804,2.772588722239781,0.0,146
17,1.791759469228055,5.959225405965332,4.360062172295231,3.054001181677967,2.70805020110221,0.0,318
93,0.6931471805599453,2.402430427963762,2.402430427963762,1.791759469228055,0.6931471805599453,0.0,0
302,0.6931471805599453,4.4389975309335075,4.4389975309335075,2.9444389791664403,1.0986122886681098,0.0,0
5,2.5649493574615367,6.167537455029179,3.705429247658471,2.6741486494265287,2.9444389791664403,0.0,292
18,3.5263605246161616,9.37513590803753,5.881338485498299,4.533250958974342,3.713572066704308,0.0,332
19,3.367295829986474,9.15247818113152,5.823130422764249,4.491441420659749,3.6635616461296463,0.0344827586206896,277
28,2.4849066497880004,6.429880755355832,4.047983264149639,2.726068706604888,2.995732273553991,0.0,171
23,2.833213344056216,6.647636491543032,3.8943171783092136,2.6164830075767194,3.1780538303479458,0.0588235294117647,273
5,2.4849066497880004,6.899168518044815,4.511308955948871,3.1315338147130527,3.258096538021482,0.0,324
60,1.791759469228055,6.0566669103536155,4.456554161659308,3.2347491740244907,2.70805020110221,0.0,252
35,1.6094379124341003,4.998292770897869,3.6320445173613978,2.1972245773362196,2.0794415416798357,0.0,161
24,2.4849066497880004,6.391548536263666,4.010271014343763,2.7140925155581725,3.044522437723423,0.0,208
30,1.791759469228055,5.99308822822408,4.393584583507611,3.0155349008501706,2.70805020110221,0.0,301
3,1.9459101490553132,5.680923180510119,3.9060719999347064,2.782951509275328,2.70805020110221,0.0,366
7,3.2188758248682006,9.03400287492937,5.858688821276329,4.609743047833225,3.6888794541139363,0.04,327
83,0.6931471805599453,3.856510295497887,3.856510295497887,3.295836866004329,1.0986122886681098,0.0,0
34,2.772588722239781,6.749966321977189,4.058176075172862,2.7343675094195836,3.258096538021482,0.0,315
116,1.791759469228055,6.022696705788933,4.422904627626195,3.0726933146901194,2.8903717578961645,0.0,191
58,2.0794415416798357,5.772842010587696,3.8454252226087493,2.8581108956779433,2.9444389791664403,0.0,303
47,0.6931471805599453,4.263665306838804,4.263665306838804,2.8903717578961645,1.6094379124341003,0.0,0
167,1.3862943611198906,4.962354999921024,3.8776385785663154,2.9618307218783095,2.0794415416798357,0.0,69
60,1.3862943611198906,5.380588358980831,4.291144138196708,2.70805020110221,2.1972245773362196,0.0,111
55,2.5649493574615367,6.490556600994771,4.022206870013669,2.8381033293504077,3.367295829986474,0.0,250
5,3.5263605246161616,9.497504560349151,6.003395363748671,4.6166195427553,3.6635616461296463,0.0294117647058823,308
2,3.4339872044851463,9.418454748918284,6.019609729300126,4.609825997524285,3.713572066704308,0.0,355
