CustomerID,Recency,Frequency,Monetary,AvgBasketValue,AvgItemsPerBasket,UniqueProducts,CancellationRate,CustomerLifespanDays,Cluster,Persona,Cluster_DBSCAN,DBSCAN_Status
12401,20,51.0,137510.6,2696.286274509804,722.7058823529412,40,0.0,310,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12402,100,3.0,169.45,56.48333333333333,15.333333333333334,6,0.0,184,1,Regular Customers,0,Normal
12403,13,10.0,493.11,49.311,13.4,17,0.0,188,1,Regular Customers,0,Normal
12404,61,10.0,615.28,61.528,17.5,23,0.0,146,1,Regular Customers,0,Normal
12405,24,23.0,11026.11,479.39608695652174,122.7391304347826,40,0.0,313,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12406,244,1.0,56.61,56.61,14.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12407,116,3.0,173.35000000000002,57.78333333333334,12.333333333333334,6,0.0,202,1,Regular Customers,0,Normal
12408,198,1.0,155.99,155.99,32.0,4,0.0,0,2,At-Risk / Churned Customers,0,Normal
12409,64,4.0,224.48,56.12,19.5,12,0.0,263,1,Regular Customers,0,Normal
12410,29,11.0,684.04,62.18545454545454,13.727272727272728,17,0.0,310,1,Regular Customers,0,Normal
12411,37,5.0,372.17,74.434,17.0,11,0.0,186,1,Regular Customers,0,Normal
12412,100,6.0,354.21,59.035,16.833333333333332,15,0.0,103,1,Regular Customers,0,Normal
12413,8,4.0,79.28,19.82,7.0,6,0.0,313,1,Regular Customers,0,Normal
12414,36,3.0,272.83,90.94333333333331,23.0,10,0.0,210,1,Regular Customers,0,Normal
12415,310,1.0,65.98,65.98,26.0,4,0.0,0,2,At-Risk / Churned Customers,0,Normal
12416,103,1.0,12.78,12.78,8.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12417,56,1.0,101.59,101.59,16.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12418,44,15.0,904.81,60.32066666666666,11.866666666666667,19,0.0625,218,1,Regular Customers,0,Normal
12419,25,9.0,422.72,46.96888888888888,16.666666666666668,20,0.0,305,1,Regular Customers,0,Normal
12420,8,16.0,709.6,44.35,13.0,20,0.0,320,1,Regular Customers,0,Normal
12421,35,9.0,459.43,51.04777777777778,17.666666666666668,20,0.1,253,1,Regular Customers,0,Normal
12422,4,20.0,5520.76,276.038,83.8,37,0.0,317,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12423,113,4.0,335.32,83.83,17.5,9,0.0,229,1,Regular Customers,0,Normal
12424,2,10.0,696.03,69.603,15.6,23,0.0,159,1,Regular Customers,0,Normal
12425,180,1.0,73.61999999999999,73.61999999999999,15.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12426,330,1.0,99.68,99.68,26.0,4,0.0,0,2,At-Risk / Churned Customers,0,Normal
12427,125,1.0,31.86,31.86,9.0,1,0.0,0,2,At-Risk / Churned Customers,0,Normal
12428,30,6.0,380.49,63.415,19.0,16,0.0,311,1,Regular Customers,0,Normal
12429,15,44.0,122006.67,2772.878863636364,746.9318181818181,40,0.0222222222222222,303,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12430,29,11.0,742.66,67.51454545454546,14.636363636363637,20,0.0833333333333333,265,1,Regular Customers,0,Normal
12431,21,9.0,266.01,29.556666666666665,9.555555555555555,15,0.1,311,1,Regular Customers,0,Normal
12432,154,3.0,299.05,99.68333333333334,22.0,9,0.0,41,2,At-Risk / Churned Customers,0,Normal
12433,13,7.0,566.73,80.96142857142857,18.0,17,0.0,283,1,Regular Customers,0,Normal
12434,162,1.0,127.0,127.0,25.0,4,0.0,0,2,At-Risk / Churned Customers,0,Normal
12435,15,11.0,461.49,41.95363636363636,14.636363636363637,19,0.0,294,1,Regular Customers,0,Normal
12436,295,1.0,19.9,19.9,10.0,1,0.0,0,2,At-Risk / Churned Customers,0,Normal
12437,208,3.0,211.48,70.49333333333333,20.666666666666668,9,0.0,162,2,At-Risk / Churned Customers,0,Normal
12438,47,5.0,306.96,61.392,14.0,11,0.1666666666666666,158,3,High Cancellation Rate (Risk Watch),0,Normal
12439,222,4.0,172.96,43.24,15.75,11,0.0,86,2,At-Risk / Churned Customers,0,Normal
12440,166,1.0,46.900000000000006,46.900000000000006,13.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12441,66,9.0,607.46,67.49555555555555,17.0,17,0.0,231,1,Regular Customers,0,Normal
12442,63,14.0,1063.86,75.99,18.285714285714285,25,0.0,220,1,Regular Customers,0,Normal
12443,5,47.0,144262.94,3069.424255319149,750.4255319148937,40,0.06,305,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12444,4,48.0,141895.49,2956.1560416666666,794.5,40,0.0,360,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12445,37,5.0,226.95,45.39,11.0,10,0.1666666666666666,300,3,High Cancellation Rate (Risk Watch),0,Normal
12446,7,28.0,11038.26,394.22357142857146,99.39285714285714,39,0.0344827586206896,253,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12447,6,54.73999999999978,163212.43939999994,2988.331272727273,798.8727272727273,40,0.0178571428571428,290,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12448,36,22.0,8440.02,383.6372727272728,91.0909090909091,36,0.0,288,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12449,127,4.0,153.29,38.3225,12.75,9,0.0,175,1,Regular Customers,0,Normal
12450,91,1.0,2.98,2.98,2.0,1,0.0,0,2,At-Risk / Churned Customers,0,Normal
12451,24,10.0,354.85,35.485,10.0,16,0.0,272,1,Regular Customers,0,Normal
12452,49,2.0,103.75,51.875,20.5,6,0.0,38,2,At-Risk / Churned Customers,0,Normal
12453,2,12.0,439.29,36.6075,11.666666666666666,20,0.0,278,1,Regular Customers,0,Normal
12454,193,2.0,68.48,34.24,15.0,4,0.0,126,2,At-Risk / Churned Customers,0,Normal
12455,227,2.0,132.33,66.165,21.5,7,0.0,115,2,At-Risk / Churned Customers,0,Normal
12456,28,44.0,137558.83,3126.337045454545,808.4545454545455,40,0.0222222222222222,297,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12457,255,4.0,190.69,47.6725,16.0,7,0.0,68,2,At-Risk / Churned Customers,0,Normal
12458,34,9.0,241.06,26.784444444444446,9.88888888888889,13,0.0,246,1,Regular Customers,0,Normal
12459,22,9.0,362.93,40.32555555555555,14.333333333333334,16,0.0,339,1,Regular Customers,0,Normal
12460,37,4.0,213.84,53.46,10.0,7,0.0,323,1,Regular Customers,0,Normal
12461,293,1.0,68.19,68.19,20.0,3,0.0,0,2,At-Risk / Churned Customers,0,Normal
12462,167,2.0,45.84,22.92,10.0,3,0.0,170,2,At-Risk / Churned Customers,0,Normal
12463,94,5.0,514.42,102.884,20.8,10,0.0,173,1,Regular Customers,0,Normal
12464,111,5.0,242.59,48.518,12.8,10,0.0,221,1,Regular Customers,0,Normal
12465,17,4.0,418.46,104.615,19.25,11,0.0,142,1,Regular Customers,0,Normal
12466,22,2.0,114.51,57.255,10.0,5,0.0,286,1,Regular Customers,0,Normal
12467,4,28.0,9030.05,322.5017857142857,94.85714285714286,39,0.0344827586206896,266,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12468,234,1.0,41.08,41.08,15.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12469,41,5.0,169.27,33.854,13.0,9,0.0,301,1,Regular Customers,0,Normal
12470,13,15.0,4816.17,321.07800000000003,77.86666666666666,35,0.0,320,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12471,12,34.0,12691.48,373.2788235294117,110.38235294117646,40,0.0,354,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12472,12,51.0,150786.94,2956.6066666666666,745.156862745098,40,0.0,303,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12473,28,14.0,714.37,51.026428571428575,12.0,23,0.0,288,1,Regular Customers,0,Normal
12474,4,6.0,291.59000000000003,48.598333333333336,10.166666666666666,10,0.0,305,1,Regular Customers,0,Normal
12475,18,11.0,587.66,53.42363636363636,16.818181818181817,21,0.0,235,1,Regular Customers,0,Normal
12476,13,23.0,7619.860000000001,331.29826086956524,97.82608695652172,38,0.0,265,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12477,15,51.0,156333.55,3065.363725490196,805.6078431372549,40,0.0192307692307692,345,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12478,126,3.0,271.45,90.48333333333332,20.666666666666668,9,0.0,226,1,Regular Customers,0,Normal
12479,47,13.0,775.66,59.66615384615385,12.923076923076923,21,0.0,265,1,Regular Customers,0,Normal
12480,161,1.0,39.73,39.73,15.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12481,7,48.0,144940.77,3019.599375,789.5208333333334,40,0.0,322,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12482,293,1.0,2.05,2.05,1.0,1,0.0,0,2,At-Risk / Churned Customers,0,Normal
12483,7,27.0,11862.33,439.3455555555556,120.37037037037037,40,0.0,321,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12484,37,6.0,261.56,43.59333333333333,10.333333333333334,11,0.0,215,1,Regular Customers,0,Normal
12485,19,11.0,391.15,35.559090909090905,14.636363636363637,19,0.0,309,1,Regular Customers,0,Normal
12486,8,33.0,12276.08,372.0024242424242,93.6060606060606,40,0.0,359,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12487,37,3.0,108.76,36.25333333333334,18.666666666666668,7,0.0,333,1,Regular Customers,0,Normal
12488,48,10.0,577.07,57.70700000000001,12.4,17,0.0,207,1,Regular Customers,0,Normal
12489,9,28.0,10144.86,362.3164285714286,94.75,38,0.0666666666666666,353,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12490,177,2.0,15.94,7.97,4.0,2,0.0,37,2,At-Risk / Churned Customers,0,Normal
12491,12,51.0,145557.62,2854.070980392157,761.3137254901961,40,0.0,327,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12492,6,12.0,750.98,62.58166666666667,15.916666666666666,22,0.0,259,1,Regular Customers,0,Normal
12493,71,1.0,59.870000000000005,59.870000000000005,17.0,4,0.0,0,2,At-Risk / Churned Customers,0,Normal
12494,150,4.0,163.89,40.9725,11.0,8,0.0,221,1,Regular Customers,0,Normal
12495,36,3.0,112.25,37.41666666666666,11.333333333333334,7,0.25,251,3,High Cancellation Rate (Risk Watch),0,Normal
12496,40,8.0,415.34,51.9175,11.875,12,0.0,188,1,Regular Customers,0,Normal
12497,31,4.0,282.94,70.735,20.25,7,0.0,191,1,Regular Customers,0,Normal
12498,50,25.0,8578.14,343.1256,86.88,40,0.0,261,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12499,3,21.0,9306.22,443.1533333333333,104.8095238095238,38,0.0,339,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12500,28,1.0,129.49,129.49,21.0,4,0.0,0,2,At-Risk / Churned Customers,0,Normal
12501,14,10.0,395.67,39.567,12.4,17,0.0,212,1,Regular Customers,0,Normal
12502,6,12.0,741.62,61.80166666666667,18.0,27,0.0,253,1,Regular Customers,0,Normal
12503,27,8.0,269.29,33.661249999999995,11.5,14,0.0,278,1,Regular Customers,0,Normal
12504,109,1.0,137.6,137.6,28.0,3,0.0,0,2,At-Risk / Churned Customers,0,Normal
12505,6,49.0,138335.55,2823.174489795918,769.0816326530612,40,0.02,317,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12506,32,27.0,10071.64,373.0237037037037,90.5925925925926,40,0.0,267,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12507,22,23.0,10192.22,443.14,102.65217391304348,38,0.0416666666666666,276,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12508,24,10.0,495.76,49.576,13.2,17,0.0,323,1,Regular Customers,0,Normal
12509,160,1.0,94.82,94.82,20.0,3,0.0,0,2,At-Risk / Churned Customers,0,Normal
12510,1,23.0,7629.19,331.7039130434783,96.78260869565216,37,0.0416666666666666,253,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12511,21,22.0,8707.77,395.8077272727273,100.45454545454544,39,0.0,280,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12512,25,1.0,40.18,40.18,13.0,4,0.0,0,2,At-Risk / Churned Customers,0,Normal
12513,31,2.0,49.36,24.68,7.5,4,0.0,100,2,At-Risk / Churned Customers,0,Normal
12514,5,51.0,147578.98,2893.7054901960787,734.7647058823529,40,0.0192307692307692,335,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12515,207,2.0,83.71000000000001,41.855,15.0,5,0.0,34,2,At-Risk / Churned Customers,0,Normal
12516,10,11.0,867.22,78.83818181818182,15.181818181818182,21,0.0,193,1,Regular Customers,0,Normal
12517,39,6.0,476.17,79.36166666666666,16.0,14,0.0,138,1,Regular Customers,0,Normal
12518,335,1.0,155.61,155.61,19.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12519,208,1.0,5.15,5.15,5.0,1,0.0,0,2,At-Risk / Churned Customers,0,Normal
12520,1,29.0,10805.84,372.6151724137931,100.3793103448276,39,0.0,310,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12521,5,26.0,8724.29,335.54961538461544,97.8846153846154,37,0.0,357,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12522,78,12.0,695.87,57.98916666666667,15.166666666666666,21,0.0,240,1,Regular Customers,0,Normal
12523,271,1.0,8.399999999999999,8.399999999999999,3.0,1,0.0,0,2,At-Risk / Churned Customers,0,Normal
12524,110,11.0,779.94,70.90363636363637,14.454545454545457,21,0.0,149,1,Regular Customers,0,Normal
12525,79,10.0,529.5,52.95,14.9,19,0.0,257,1,Regular Customers,0,Normal
12526,113,4.0,248.1,62.025,26.5,13,0.0,235,1,Regular Customers,0,Normal
12527,5,45.0,140607.97,3124.6215555555555,840.2517777777778,40,0.0425531914893617,344,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12528,9,22.0,9352.88,425.130909090909,112.6818181818182,40,0.0,313,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12529,30,9.0,609.77,67.75222222222222,18.22222222222222,18,0.1,256,1,Regular Customers,0,Normal
12531,11,45.0,116867.94,2597.065333333333,687.8,40,0.0217391304347826,334,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12533,17,25.0,10835.1,433.404,113.96,39,0.0,326,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12534,124,1.0,66.0,66.0,5.0,1,0.0,0,2,At-Risk / Churned Customers,0,Normal
12535,62,12.0,857.33,71.44416666666667,17.083333333333332,22,0.0,148,1,Regular Customers,0,Normal
12536,2,5.0,325.08,65.01599999999999,16.4,11,0.0,366,1,Regular Customers,0,Normal
12537,26,28.0,10196.21,364.1503571428571,95.82142857142856,39,0.0,319,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12538,2,54.73999999999978,163212.43939999994,3242.0495346572093,840.2517777777778,40,0.0303030303030303,349,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12539,25,14.0,679.28,48.52,14.428571428571429,20,0.0,262,1,Regular Customers,0,Normal
12540,175,1.0,34.53,34.53,3.0,1,0.0,0,2,At-Risk / Churned Customers,0,Normal
12541,14,8.0,344.35,43.04375,13.0,17,0.0,342,1,Regular Customers,0,Normal
12542,2,14.0,829.6,59.25714285714286,15.142857142857142,21,0.0,323,1,Regular Customers,0,Normal
12543,6,33.0,11382.02,344.909696969697,95.45454545454544,40,0.0833333333333333,343,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12544,162,1.0,128.88,128.88,19.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12545,231,3.0,99.3,33.1,19.666666666666668,6,0.0,97,2,At-Risk / Churned Customers,0,Normal
12546,5,54.0,163212.43939999994,3056.799814814815,772.0925925925926,40,0.0357142857142857,343,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12547,38,11.0,392.81,35.71,10.545454545454543,23,0.0,324,1,Regular Customers,0,Normal
12548,8,11.0,446.93,40.63,11.454545454545457,19,0.0,216,1,Regular Customers,0,Normal
12549,112,5.0,518.25,103.65,23.0,16,0.0,191,1,Regular Customers,0,Normal
12550,47,1.0,94.49,94.49,29.0,3,0.0,0,2,At-Risk / Churned Customers,0,Normal
12551,58,6.0,239.64,39.94,12.833333333333334,12,0.0,314,1,Regular Customers,0,Normal
12552,2,5.0,266.48,53.29600000000001,13.4,11,0.0,315,1,Regular Customers,0,Normal
12553,70,6.0,255.89,42.64833333333333,16.0,14,0.0,186,1,Regular Customers,0,Normal
12554,135,1.0,19.450000000000003,19.450000000000003,15.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12555,11,23.0,8151.56,354.4156521739131,92.43478260869566,39,0.0,338,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12556,18,36.0,117653.59,3242.0495346572093,785.0833333333334,40,0.027027027027027,323,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12557,22,6.0,250.12,41.68666666666667,11.666666666666666,11,0.0,343,1,Regular Customers,0,Normal
12558,9,22.0,6831.71,310.53227272727275,88.86363636363636,36,0.0434782608695652,298,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12559,21,17.0,955.13,56.18411764705883,14.117647058823527,24,0.0,345,1,Regular Customers,0,Normal
12560,8,51.0,162289.61000000002,3182.1492156862746,804.3529411764706,40,0.0,316,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12561,99,1.0,18.94,18.94,11.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12562,9,8.0,428.53,53.56625,18.0,15,0.0,316,1,Regular Customers,0,Normal
12563,13,27.0,11872.76,439.73185185185184,113.03703703703704,37,0.0,307,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12564,97,4.0,337.42,84.355,17.75,11,0.0,249,1,Regular Customers,0,Normal
12565,12,6.0,289.92,48.32,14.666666666666666,10,0.0,294,1,Regular Customers,0,Normal
12566,55,5.0,164.06,32.812,9.8,9,0.0,277,1,Regular Customers,0,Normal
12567,19,6.0,517.55,86.25833333333333,22.5,15,0.0,179,1,Regular Customers,0,Normal
12568,17,10.0,539.11,53.911,14.2,16,0.0,236,1,Regular Customers,0,Normal
12569,7,35.0,11920.27,340.57914285714287,86.45714285714286,39,0.0,330,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12570,31,9.0,471.22,52.35777777777778,17.11111111111111,18,0.0,293,1,Regular Customers,0,Normal
12571,32,21.0,7092.39,337.73285714285714,89.52380952380952,36,0.0454545454545454,275,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12572,58,6.0,332.26,55.376666666666665,14.333333333333334,14,0.0,245,1,Regular Customers,0,Normal
12573,195,4.0,145.46,36.365,17.0,9,0.2,153,3,High Cancellation Rate (Risk Watch),0,Normal
12574,5,54.73999999999978,163212.43939999994,3242.0495346572093,840.2517777777778,40,0.0175438596491228,347,0,"Champions (Recent, Frequent, High-Spend)",2,Normal
12575,18,3.0,171.44,57.14666666666667,14.0,5,0.0,209,1,Regular Customers,0,Normal
12576,51,11.0,617.36,56.123636363636365,11.181818181818182,16,0.0,255,1,Regular Customers,0,Normal
12577,13,24.0,8595.01,358.1254166666667,97.58333333333331,39,0.0,285,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12578,36,6.0,228.8,38.13333333333333,14.833333333333334,14,0.1428571428571428,166,3,High Cancellation Rate (Risk Watch),0,Normal
12579,21,6.0,516.9,86.14999999999999,21.0,15,0.0,254,1,Regular Customers,0,Normal
12580,13,16.0,961.2,60.075,15.6875,24,0.0,257,1,Regular Customers,0,Normal
12581,373,1.0,86.56,86.56,31.0,4,0.0,0,2,At-Risk / Churned Customers,0,Normal
12582,24,19.0,7380.68,388.4568421052632,92.84210526315788,36,0.05,307,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12583,16,22.0,9545.7,433.8954545454546,112.63636363636364,40,0.0434782608695652,281,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12584,16,25.0,9888.51,395.5404,107.0,38,0.0,302,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12585,109,2.0,231.47,115.735,23.0,6,0.3333333333333333,100,3,High Cancellation Rate (Risk Watch),3,Normal
12586,22,13.0,781.65,60.12692307692308,17.46153846153846,25,0.0,214,1,Regular Customers,0,Normal
12587,7,30.0,11325.81,377.527,96.9,40,0.0,341,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
12588,54,2.0,128.91,64.455,15.0,5,0.0,301,1,Regular Customers,0,Normal
12589,112,4.0,111.56,27.89,10.25,7,0.0,62,2,At-Risk / Churned Customers,0,Normal
12590,25,4.0,214.14,53.535,19.75,9,0.0,284,1,Regular Customers,0,Normal
12591,21,9.0,389.66,43.29555555555556,13.77777777777778,17,0.0,303,1,Regular Customers,0,Normal
12592,146,1.0,69.52,69.52,15.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12593,107,4.0,290.53000000000003,72.63250000000001,16.0,9,0.0,157,1,Regular Customers,0,Normal
12594,49,8.0,434.78,54.3475,12.75,15,0.0,146,1,Regular Customers,0,Normal
12595,17,5.0,386.31,77.262,20.2,14,0.0,318,1,Regular Customers,0,Normal
12596,93,1.0,10.05,10.05,5.0,1,0.0,0,2,At-Risk / Churned Customers,0,Normal
12597,302,1.0,83.69,83.69,18.0,2,0.0,0,2,At-Risk / Churned Customers,0,Normal
12598,5,12.0,476.01,39.6675,13.5,18,0.0,292,1,Regular Customers,0,Normal
12599,18,33.0,11790.52,357.28848484848487,92.06060606060606,40,0.0,332,0,"Champions (Recent, Frequent, High-Spend)",1,Normal
