CustomerID,Recency,Frequency,Monetary,AvgBasketValue,AvgItemsPerBasket,UniqueProducts,CancellationRate,CustomerLifespanDays
12424,2,10.0,696.03,69.603,15.6,23,0.0,159
12425,180,1.0,73.61999999999999,73.61999999999999,15.0,2,0.0,0
12426,330,1.0,99.68,99.68,26.0,4,0.0,0
12427,125,1.0,31.86,31.86,9.0,1,0.0,0
12428,30,6.0,380.49,63.415,19.0,16,0.0,311
12429,15,44.0,122006.67,2772.878863636364,746.9318181818181,40,0.022222222222222223,303
12430,29,11.0,742.66,67.51454545454546,14.636363636363637,20,0.08333333333333333,265
12431,21,9.0,266.01,29.556666666666665,9.555555555555555,15,0.1,311
12432,154,3.0,299.05,99.68333333333334,22.0,9,0.0,41
12433,13,7.0,566.73,80.96142857142857,18.0,17,0.0,283
12434,162,1.0,127.00000000000001,127.00000000000001,25.0,4,0.0,0
12435,15,11.0,461.49,41.95363636363636,14.636363636363637,19,0.0,294
12436,295,1.0,19.9,19.9,10.0,1,0.0,0
12437,208,3.0,211.48,70.49333333333333,20.666666666666668,9,0.0,162
12438,47,5.0,306.96,61.391999999999996,14.0,11,0.16666666666666666,158
12439,222,4.0,172.96,43.24,15.75,11,0.0,86
12440,166,1.0,46.900000000000006,46.900000000000006,13.0,2,0.0,0
12441,66,9.0,607.46,67.49555555555555,17.0,17,0.0,231
12442,63,14.0,1063.86,75.99,18.285714285714285,25,0.0,220
12443,5,47.0,144262.94,3069.424255319149,750.4255319148937,40,0.06,305
12444,4,48.0,141895.49,2956.1560416666666,794.5,40,0.0,360
12445,37,5.0,226.95,45.39,11.0,10,0.16666666666666666,300
12446,7,28.0,11038.26,394.22357142857146,99.39285714285714,39,0.034482758620689655,253
12447,6,54.73999999999978,163212.43939999994,2988.331272727273,798.8727272727273,40,0.017857142857142856,290
12448,36,22.0,8440.02,383.6372727272728,91.0909090909091,36,0.0,288
12449,127,4.0,153.29,38.3225,12.75,9,0.0,175
12450,91,1.0,2.98,2.98,2.0,1,0.0,0
12451,24,10.0,354.85,35.485,10.0,16,0.0,272
12452,49,2.0,103.75,51.875,20.5,6,0.0,38
12453,2,12.0,439.29,36.6075,11.666666666666666,20,0.0,278
12454,193,2.0,68.48,34.24,15.0,4,0.0,126
12455,227,2.0,132.33,66.165,21.5,7,0.0,115
12456,28,44.0,137558.83,3126.337045454545,808.4545454545455,40,0.022222222222222223,297
12457,255,4.0,190.69,47.6725,16.0,7,0.0,68
12458,34,9.0,241.06,26.784444444444446,9.88888888888889,13,0.0,246
12459,22,9.0,362.93,40.32555555555555,14.333333333333334,16,0.0,339
12460,37,4.0,213.83999999999997,53.459999999999994,10.0,7,0.0,323
12461,293,1.0,68.19,68.19,20.0,3,0.0,0
12462,167,2.0,45.84,22.92,10.0,3,0.0,170
12463,94,5.0,514.42,102.88399999999999,20.8,10,0.0,173
12464,111,5.0,242.58999999999997,48.517999999999994,12.8,10,0.0,221
12465,17,4.0,418.46,104.615,19.25,11,0.0,142
12466,22,2.0,114.50999999999999,57.254999999999995,10.0,5,0.0,286
12467,4,28.0,9030.05,322.5017857142857,94.85714285714286,39,0.034482758620689655,266
12468,234,1.0,41.08,41.08,15.0,2,0.0,0
12469,41,5.0,169.27,33.854,13.0,9,0.0,301
12470,13,15.0,4816.17,321.07800000000003,77.86666666666666,35,0.0,320
12471,12,34.0,12691.48,373.27882352941174,110.38235294117646,40,0.0,354
12472,12,51.0,150786.94,2956.6066666666666,745.156862745098,40,0.0,303
12473,28,14.0,714.37,51.026428571428575,12.0,23,0.0,288
12474,4,6.0,291.59000000000003,48.598333333333336,10.166666666666666,10,0.0,305
12475,18,11.0,587.66,53.42363636363636,16.818181818181817,21,0.0,235
12476,13,23.0,7619.860000000001,331.29826086956524,97.82608695652173,38,0.0,265
12477,15,51.0,156333.55,3065.363725490196,805.6078431372549,40,0.019230769230769232,345
12478,126,3.0,271.45,90.48333333333333,20.666666666666668,9,0.0,226
12479,47,13.0,775.66,59.66615384615385,12.923076923076923,21,0.0,265
12480,161,1.0,39.730000000000004,39.730000000000004,15.0,2,0.0,0
12481,7,48.0,144940.77,3019.599375,789.5208333333334,40,0.0,322
12482,293,1.0,2.05,2.05,1.0,1,0.0,0
12483,7,27.0,11862.33,439.34555555555556,120.37037037037037,40,0.0,321
12484,37,6.0,261.56,43.593333333333334,10.333333333333334,11,0.0,215
12485,19,11.0,391.15,35.559090909090905,14.636363636363637,19,0.0,309
12486,8,33.0,12276.08,372.00242424242424,93.60606060606061,40,0.0,359
12487,37,3.0,108.76,36.25333333333334,18.666666666666668,7,0.0,333
12488,48,10.0,577.07,57.70700000000001,12.4,17,0.0,207
12489,9,28.0,10144.86,362.3164285714286,94.75,38,0.06666666666666667,353
12490,177,2.0,15.94,7.97,4.0,2,0.0,37
12491,12,51.0,145557.62,2854.070980392157,761.3137254901961,40,0.0,327
12492,6,12.0,750.98,62.58166666666667,15.916666666666666,22,0.0,259
12493,71,1.0,59.870000000000005,59.870000000000005,17.0,4,0.0,0
12494,150,4.0,163.89000000000001,40.972500000000004,11.0,8,0.0,221
12495,36,3.0,112.25,37.416666666666664,11.333333333333334,7,0.25,251
12496,40,8.0,415.34,51.9175,11.875,12,0.0,188
12497,31,4.0,282.94,70.735,20.25,7,0.0,191
12498,50,25.0,8578.14,343.12559999999996,86.88,40,0.0,261
12499,3,21.0,9306.22,443.1533333333333,104.80952380952381,38,0.0,339
12500,28,1.0,129.49,129.49,21.0,4,0.0,0
12501,14,10.0,395.67,39.567,12.4,17,0.0,212
12502,6,12.0,741.62,61.80166666666667,18.0,27,0.0,253
12503,27,8.0,269.28999999999996,33.661249999999995,11.5,14,0.0,278
12504,109,1.0,137.6,137.6,28.0,3,0.0,0
12505,6,49.0,138335.55,2823.174489795918,769.0816326530612,40,0.02,317
12506,32,27.0,10071.64,373.0237037037037,90.5925925925926,40,0.0,267
12507,22,23.0,10192.22,443.14,102.65217391304348,38,0.041666666666666664,276
12508,24,10.0,495.76,49.576,13.2,17,0.0,323
12509,160,1.0,94.82,94.82,20.0,3,0.0,0
12510,1,23.0,7629.1900000000005,331.7039130434783,96.78260869565217,37,0.041666666666666664,253
12511,21,22.0,8707.77,395.8077272727273,100.45454545454545,39,0.0,280
12512,25,1.0,40.18,40.18,13.0,4,0.0,0
12513,31,2.0,49.36,24.68,7.5,4,0.0,100
12514,5,51.0,147578.98,2893.7054901960787,734.7647058823529,40,0.019230769230769232,335
12515,207,2.0,83.71000000000001,41.855000000000004,15.0,5,0.0,34
12516,10,11.0,867.22,78.83818181818182,15.181818181818182,21,0.0,193
12517,39,6.0,476.17,79.36166666666666,16.0,14,0.0,138
12518,335,1.0,155.61,155.61,19.0,2,0.0,0
12519,208,1.0,5.15,5.15,5.0,1,0.0,0
12520,1,29.0,10805.84,372.6151724137931,100.37931034482759,39,0.0,310
12521,5,26.0,8724.29,335.54961538461544,97.88461538461539,37,0.0,357
12522,78,12.0,695.87,57.98916666666667,15.166666666666666,21,0.0,240
12523,271,1.0,8.399999999999999,8.399999999999999,3.0,1,0.0,0
12524,110,11.0,779.94,70.90363636363637,14.454545454545455,21,0.0,149
12525,79,10.0,529.5,52.95,14.9,19,0.0,257
12526,113,4.0,248.1,62.025,26.5,13,0.0,235
12527,5,45.0,140607.97,3124.6215555555555,840.2517777777778,40,0.0425531914893617,344
12528,9,22.0,9352.88,425.13090909090903,112.68181818181819,40,0.0,313
12529,30,9.0,609.77,67.75222222222222,18.22222222222222,18,0.1,256
12531,11,45.0,116867.94,2597.0653333333335,687.8,40,0.021739130434782608,334
12533,17,25.0,10835.1,433.404,113.96,39,0.0,326
12534,124,1.0,66.0,66.0,5.0,1,0.0,0
12535,62,12.0,857.33,71.44416666666667,17.083333333333332,22,0.0,148
12536,2,5.0,325.08,65.01599999999999,16.4,11,0.0,366
12537,26,28.0,10196.21,364.1503571428571,95.82142857142857,39,0.0,319
12538,2,54.73999999999978,163212.43939999994,3242.0495346572093,840.2517777777778,40,0.030303030303030304,349
12539,25,14.0,679.28,48.519999999999996,14.428571428571429,20,0.0,262
12540,175,1.0,34.53,34.53,3.0,1,0.0,0
12541,14,8.0,344.35,43.04375,13.0,17,0.0,342
12542,2,14.0,829.6,59.25714285714286,15.142857142857142,21,0.0,323
12543,6,33.0,11382.02,344.909696969697,95.45454545454545,40,0.08333333333333333,343
12544,162,1.0,128.88,128.88,19.0,2,0.0,0
12545,231,3.0,99.3,33.1,19.666666666666668,6,0.0,97
12546,5,54.0,163212.43939999994,3056.799814814815,772.0925925925926,40,0.03571428571428571,343
12547,38,11.0,392.81,35.71,10.545454545454545,23,0.0,324
12548,8,11.0,446.93,40.63,11.454545454545455,19,0.0,216
12549,112,5.0,518.25,103.65,23.0,16,0.0,191
12550,47,1.0,94.49000000000001,94.49000000000001,29.0,3,0.0,0
12551,58,6.0,239.64,39.94,12.833333333333334,12,0.0,314
12552,2,5.0,266.48,53.29600000000001,13.4,11,0.0,315
12553,70,6.0,255.89000000000001,42.64833333333333,16.0,14,0.0,186
12554,135,1.0,19.450000000000003,19.450000000000003,15.0,2,0.0,0
12555,11,23.0,8151.56,354.4156521739131,92.43478260869566,39,0.0,338
12556,18,36.0,117653.59,3242.0495346572093,785.0833333333334,40,0.02702702702702703,323
12557,22,6.0,250.12,41.68666666666667,11.666666666666666,11,0.0,343
12558,9,22.0,6831.71,310.53227272727275,88.86363636363636,36,0.043478260869565216,298
12559,21,17.0,955.13,56.18411764705883,14.117647058823529,24,0.0,345
12560,8,51.0,162289.61000000002,3182.1492156862746,804.3529411764706,40,0.0,316
12561,99,1.0,18.939999999999998,18.939999999999998,11.0,2,0.0,0
12562,9,8.0,428.53,53.56625,18.0,15,0.0,316
12563,13,27.0,11872.76,439.73185185185184,113.03703703703704,37,0.0,307
12564,97,4.0,337.42,84.355,17.75,11,0.0,249
12565,12,6.0,289.92,48.32,14.666666666666666,10,0.0,294
12566,55,5.0,164.06,32.812,9.8,9,0.0,277
12567,19,6.0,517.55,86.25833333333333,22.5,15,0.0,179
12568,17,10.0,539.11,53.911,14.2,16,0.0,236
12569,7,35.0,11920.27,340.57914285714287,86.45714285714286,39,0.0,330
12570,31,9.0,471.22,52.357777777777784,17.11111111111111,18,0.0,293
12571,32,21.0,7092.39,337.73285714285714,89.52380952380952,36,0.045454545454545456,275
12572,58,6.0,332.26,55.376666666666665,14.333333333333334,14,0.0,245
12573,195,4.0,145.46,36.365,17.0,9,0.2,153
12574,5,54.73999999999978,163212.43939999994,3242.0495346572093,840.2517777777778,40,0.017543859649122806,347
12575,18,3.0,171.44,57.14666666666667,14.0,5,0.0,209
12576,51,11.0,617.36,56.123636363636365,11.181818181818182,16,0.0,255
12577,13,24.0,8595.01,358.1254166666667,97.58333333333333,39,0.0,285
12578,36,6.0,228.79999999999998,38.13333333333333,14.833333333333334,14,0.14285714285714285,166
12579,21,6.0,516.9,86.14999999999999,21.0,15,0.0,254
12580,13,16.0,961.2,60.075,15.6875,24,0.0,257
12581,373,1.0,86.56,86.56,31.0,4,0.0,0
12582,24,19.0,7380.68,388.45684210526315,92.84210526315789,36,0.05,307
12583,16,22.0,9545.7,433.8954545454546,112.63636363636364,40,0.043478260869565216,281
12584,16,25.0,9888.51,395.54040000000003,107.0,38,0.0,302
12585,109,2.0,231.47,115.735,23.0,6,0.3333333333333333,100
12586,22,13.0,781.65,60.12692307692308,17.46153846153846,25,0.0,214
12587,7,30.0,11325.81,377.527,96.9,40,0.0,341
12588,54,2.0,128.91,64.455,15.0,5,0.0,301
12589,112,4.0,111.56,27.89,10.25,7,0.0,62
12590,25,4.0,214.14,53.535,19.75,9,0.0,284
12591,21,9.0,389.66,43.29555555555556,13.777777777777779,17,0.0,303
12592,146,1.0,69.52,69.52,15.0,2,0.0,0
12593,107,4.0,290.53000000000003,72.63250000000001,16.0,9,0.0,157
12594,49,8.0,434.78,54.3475,12.75,15,0.0,146
12595,17,5.0,386.31,77.262,20.2,14,0.0,318
12596,93,1.0,10.05,10.05,5.0,1,0.0,0
12597,302,1.0,83.69,83.69,18.0,2,0.0,0
12598,5,12.0,476.01,39.6675,13.5,18,0.0,292
12599,18,33.0,11790.52,357.28848484848487,92.06060606060606,40,0.0,332
12600,19,28.0,9436.800000000001,337.02857142857147,88.25,38,0.034482758620689655,277
12601,28,11.0,619.1,56.28181818181818,14.272727272727273,19,0.0,171
12602,23,16.0,769.96,48.1225,12.6875,23,0.058823529411764705,273
12603,5,11.0,990.45,90.0409090909091,21.90909090909091,25,0.0,324
12604,60,5.0,425.95,85.19,24.4,14,0.0,252
12605,35,4.0,147.16,36.79,8.0,7,0.0,161
12606,24,11.0,595.78,54.16181818181818,14.090909090909092,20,0.0,208
12607,30,5.0,399.65,79.92999999999999,19.4,14,0.0,301
12608,3,6.0,292.21999999999997,48.703333333333326,15.166666666666666,14,0.0,366
12609,7,24.0,8382.35,349.26458333333335,99.45833333333333,39,0.04,327
12610,83,1.0,46.3,46.3,26.0,2,0.0,0
12611,34,15.0,853.03,56.86866666666666,14.4,25,0.0,315
12612,116,5.0,411.69,82.338,20.6,17,0.0,191
12613,58,7.0,320.45000000000005,45.77857142857143,16.428571428571427,18,0.0,303
12614,47,1.0,70.07,70.07,17.0,4,0.0,0
12615,167,3.0,141.93,47.31,18.333333333333332,7,0.0,69
12616,60,3.0,216.15,72.05,14.0,8,0.0,111
12617,55,12.0,657.89,54.82416666666666,16.083333333333332,28,0.0,250
12618,5,33.0,13325.43,403.8009090909091,100.15151515151516,38,0.029411764705882353,308
12619,2,30.0,12312.54,410.418,99.46666666666667,40,0.0,355
12620,29,6.0,289.42,48.23666666666667,11.0,7,0.0,303
12621,35,4.0,165.18,41.295,10.5,6,0.0,251
12622,71,1.0,129.1,129.1,33.0,5,0.0,0
12623,70,4.0,170.05,42.5125,16.5,9,0.0,253
12624,3,19.0,5535.33,291.3331578947368,89.42105263157895,38,0.0,281
12625,11,27.0,11223.72,415.6933333333333,105.62962962962963,40,0.0,315
12626,81,9.0,671.22,74.58,16.666666666666668,17,0.0,214
12627,19,2.0,138.18,69.09,13.0,5,0.0,348
12628,335,1.0,61.74,61.74,13.0,2,0.0,0
12629,7,12.0,807.63,67.3025,16.75,23,0.0,311
12630,190,1.0,73.05000000000001,73.05000000000001,27.0,5,0.0,0
12631,319,1.0,10.67,10.67,11.0,1,0.0,0
12632,61,2.0,73.61999999999999,36.809999999999995,8.5,4,0.0,17
12633,16,4.0,206.22,51.555,10.25,5,0.0,353
12634,205,1.0,43.2,43.2,10.0,5,0.0,0
12635,4,31.0,9895.5,319.2096774193548,90.74193548387096,38,0.0,327
12636,216,1.0,38.32,38.32,14.0,3,0.0,0
12637,47,5.0,400.96,80.192,17.4,12,0.0,246
12638,21,9.0,489.68,54.40888888888889,13.555555555555555,15,0.1,325
12639,27,29.0,11186.29,385.7341379310345,95.10344827586206,40,0.0,264
12640,7,21.0,6335.43,301.6871428571429,87.14285714285714,35,0.0,354
12641,28,20.0,1208.28,60.414,13.2,26,0.0,309
12642,120,3.0,250.66,83.55333333333333,20.0,9,0.0,217
12643,57,15.0,986.19,65.74600000000001,17.466666666666665,27,0.0625,281
12644,8,3.0,50.72,16.906666666666666,7.0,4,0.0,333
12645,21,11.0,834.29,75.84454545454545,19.454545454545453,25,0.0,327
12646,156,1.0,43.4,43.4,11.0,3,0.0,0
12647,41,12.0,880.56,73.38,20.333333333333332,26,0.0,228
12648,7,42.0,117483.39,2797.2235714285716,758.8333333333334,40,0.0,300
12649,75,2.0,116.78,58.39,13.5,4,0.0,164
12650,13,28.0,10576.89,377.7460714285714,97.0,40,0.034482758620689655,277
12651,99,1.0,111.91999999999999,111.91999999999999,18.0,2,0.0,0
12652,73,5.0,372.61,74.522,18.4,9,0.0,185
12653,128,3.0,190.44,63.48,17.333333333333332,8,0.0,138
12654,30,11.0,439.86,39.98727272727273,9.909090909090908,14,0.0,166
12655,4,3.0,107.88,35.96,13.333333333333334,7,0.0,237
12656,29,24.0,9028.53,376.18875,100.75,39,0.04,312
12657,356,1.0,7.84,7.84,3.0,2,0.0,0
12658,62,7.0,348.22,49.74571428571429,17.571428571428573,16,0.0,195
12659,7,3.0,162.63,54.21,18.0,8,0.0,324
12660,49,10.0,312.84000000000003,31.284000000000002,10.4,13,0.0,172
12661,13,29.0,9243.13,318.72862068965514,91.79310344827586,39,0.03333333333333333,313
12662,29,4.0,144.24,36.06,11.5,9,0.0,189
12663,15,9.0,644.4,71.6,17.88888888888889,23,0.0,289
12664,64,5.0,527.64,105.52799999999999,25.2,15,0.0,111
12665,11,28.0,9673.63,345.4867857142857,93.89285714285714,39,0.034482758620689655,332
12666,43,3.0,263.3,87.76666666666667,12.666666666666666,6,0.0,207
12667,58,20.0,5679.2300000000005,283.9615,87.0,34,0.0,273
12668,70,3.0,163.29000000000002,54.43000000000001,15.0,9,0.0,264
12669,82,3.0,152.83,50.943333333333335,15.0,6,0.0,279
12670,76,1.0,11.600000000000001,11.600000000000001,12.0,2,0.0,0
12671,15,29.0,11903.95,410.4810344827587,112.27586206896552,39,0.0,254
12672,128,3.0,83.75999999999999,27.919999999999998,8.333333333333334,4,0.0,225
12673,45,4.0,214.74,53.685,15.25,9,0.0,212
12674,127,4.0,233.11,58.2775,19.0,12,0.0,231
12675,137,4.0,225.76,56.44,14.25,11,0.2,171
12676,46,4.0,266.64,66.66,16.5,10,0.0,322
12677,368,2.0,208.62,104.31,26.5,7,0.0,2
12678,96,8.0,324.17,40.52125,13.875,17,0.0,147
12679,27,23.0,5671.75,246.59782608695653,82.21739130434783,40,0.0,228
12680,43,22.0,1095.04,49.77454545454545,16.181818181818183,31,0.0,279
12681,21,22.0,9069.7,412.25909090909096,110.5909090909091,38,0.0,311
12682,121,1.0,64.69,64.69,11.0,2,0.0,0
12683,79,1.0,42.629999999999995,42.629999999999995,23.0,4,0.0,0
12684,4,52.0,154971.54,2980.2219230769233,816.3461538461538,40,0.0,334
12685,9,45.0,150039.2,3242.0495346572093,840.2517777777778,40,0.021739130434782608,338
12686,4,41.0,102376.06,2496.9770731707317,720.0487804878048,40,0.06818181818181818,359
12687,216,1.0,6.94,6.94,2.0,1,0.0,0
12688,13,10.0,427.86,42.786,11.6,16,0.0,301
12689,136,2.0,116.68,58.34,13.5,4,0.0,126
12690,37,9.0,388.06,43.117777777777775,12.11111111111111,14,0.0,178
12691,3,29.0,11999.66,413.78137931034485,98.51724137931035,39,0.0,276
12692,9,24.0,10271.95,427.9979166666667,101.70833333333333,38,0.0,249
12693,46,17.0,820.95,48.29117647058824,15.294117647058824,25,0.0,277
12694,195,2.0,193.51,96.755,16.5,6,0.0,35
12695,47,8.0,335.53,41.94125,11.625,14,0.0,223
12696,210,1.0,49.55,49.55,5.0,1,0.0,0
12697,27,14.0,789.67,56.404999999999994,14.928571428571429,24,0.0,264
12698,34,9.0,571.11,63.45666666666667,16.333333333333332,19,0.0,286
12699,39,4.0,213.97,53.4925,13.75,7,0.0,198
12700,89,10.0,636.22,63.622,15.1,19,0.0,163
12701,194,1.0,10.26,10.26,9.0,1,0.0,0
12702,4,27.0,10684.53,395.72333333333336,95.74074074074075,38,0.0,313
12703,11,54.73999999999978,159533.97,2900.6176363636364,798.5090909090909,40,0.0,288
12704,7,9.0,582.85,64.76111111111112,14.88888888888889,16,0.0,227
12705,16,18.0,6839.33,379.9627777777778,103.72222222222223,34,0.0,306
12706,68,2.0,90.64,45.32,13.5,3,0.3333333333333333,68
12707,9,24.0,8792.12,366.33833333333337,100.5,38,0.0,279
12708,4,8.0,549.19,68.64875,16.0,17,0.0,339
12709,40,18.0,944.57,52.476111111111116,13.222222222222221,29,0.0,316
12710,4,28.0,10078.33,359.9403571428571,97.0,40,0.0,300
12712,6,3.0,119.1,39.699999999999996,10.666666666666666,6,0.0,230
12713,17,49.0,135886.46,2773.1930612244896,711.9183673469388,40,0.0,310
12714,4,3.0,98.39,32.79666666666667,10.333333333333334,6,0.0,294
12715,11,10.0,577.15,57.714999999999996,15.1,18,0.09090909090909091,304
12716,41,4.0,125.55000000000001,31.387500000000003,8.25,7,0.0,255
12717,42,5.0,289.94,57.988,15.6,12,0.0,250
12718,34,8.0,641.04,80.13,15.375,14,0.0,201
12719,206,2.0,134.55,67.275,13.0,5,0.0,4
12720,12,13.0,777.41,59.80076923076923,17.076923076923077,23,0.0,282
12721,56,1.0,40.129999999999995,40.129999999999995,23.0,3,0.0,0
12722,36,5.0,137.56,27.512,8.0,8,0.0,260
12723,5,48.0,138161.43,2878.363125,819.6875,40,0.0,312
12724,20,9.0,479.23,53.24777777777778,18.77777777777778,22,0.0,195
12725,7,30.0,11049.25,368.30833333333334,100.13333333333334,39,0.0,327
12726,20,7.0,240.47,34.35285714285714,8.714285714285714,10,0.0,295
12727,4,5.0,317.90000000000003,63.580000000000005,14.2,11,0.0,359
12728,57,8.0,379.67,47.45875,15.625,16,0.0,274
12729,9,6.0,488.98,81.49666666666667,14.666666666666666,10,0.0,309
12730,135,2.0,36.03,18.015,10.0,3,0.3333333333333333,54
12731,23,26.0,8980.77,345.4142307692308,93.61538461538461,39,0.037037037037037035,309
12732,338,1.0,8.68,8.68,4.0,1,0.0,0
12733,7,49.0,140427.09,2865.8589795918365,767.1632653061224,40,0.0,348
12734,9,26.0,9857.31,379.1273076923077,98.3076923076923,40,0.0,346
12735,209,4.0,166.57,41.6425,9.0,8,0.0,157
12736,17,4.0,255.64000000000001,63.910000000000004,19.5,9,0.0,279
12737,53,5.0,88.39,17.678,9.8,8,0.0,276
12738,258,4.0,145.05,36.2625,10.0,7,0.0,85
12739,46,8.0,546.51,68.31375,18.5,19,0.0,255
12740,16,8.0,594.96,74.37,19.25,18,0.1111111111111111,313
12741,86,11.0,700.44,63.67636363636364,16.727272727272727,20,0.0,217
12742,101,10.0,426.01,42.601,12.3,17,0.09090909090909091,176
12743,1,45.0,144598.99,3213.3108888888887,829.0444444444445,40,0.0,306
12744,4,49.0,156605.39,3196.028367346939,838.5918367346939,40,0.02,345
12745,22,7.0,382.93,54.70428571428572,16.571428571428573,15,0.0,325
12747,259,1.0,178.15,178.15,24.0,4,0.0,0
12748,7,15.0,794.52,52.967999999999996,15.866666666666667,23,0.0,339
12749,32,8.0,445.18,55.6475,13.0,13,0.0,108
12750,24,10.0,823.4399999999999,82.344,20.0,24,0.0,279
